10-000-maniacs--a-campfire-song	10,000 Maniacs	A Campfire Song
paoli--quattro-amici	Paoli	Quattro amici
paoli--sapore-di-sale	Paoli	Sapore di sale
paoli--sassi	Paoli	Sassi
paoli--se-ti-muovi-cosi	Paoli	Se ti muovi cosi
paoli--senza-fine	Paoli	Senza fine
paoli--ti-lascio-una-canzone	Paoli	Ti lascio una canzone
paoli--una-lunga-storia-d-amore	Paoli	Una lunga storia d'amore
papa-roach--between-angels-and-insects	Papa Roach	Between Angels and Insects
papa-roach--last-resort	Papa Roach	Last Resort
paper-lace--the-night-chicago-died	Paper Lace	The Night Chicago Died
parker-charlie--donna-lee	Parker Charlie	Donna Lee
parker-charlie--just-one-of-those-things	Parker Charlie	Just One of Those Things
parker-charlie--now-s-the-time	Parker Charlie	Now's the Time
parker-charlie--ornithology	Parker Charlie	Ornithology
parker-charlie--scrapple-from-the-apple	Parker Charlie	Scrapple from the Apple
parker-charlie--yardbird-suite	Parker Charlie	Yardbird Suite
parton-dolly--rockin-years	Parton Dolly	Rockin' Years
party-animals--hava-naquila	Party Animals	Hava Naquila
pat-benatar--fire-and-ice	Pat Benatar	Fire And Ice
pat-benatar--fire-ice	Pat Benatar	Fire & Ice
pat-benatar--heartbreaker	Pat Benatar	Heartbreaker
pat-benatar--hit-me-with-your-best-shot	Pat Benatar	Hit Me With Your Best Shot
pat-benatar--little-too-late	Pat Benatar	Little Too Late
pat-benatar--love-is-a-battlefield	Pat Benatar	Love Is A Battlefield
pat-benatar--promises-in-the-dark	Pat Benatar	Promises In The Dark
pat-benatar--shadows-of-the-night	Pat Benatar	Shadows of the Night
pat-benatar--we-belong	Pat Benatar	We Belong
pat-boone--love-letters-in-the-sand	Pat Boone	Love Letters in the Sand
pat-boone--remember-you-re-mine	Pat Boone	Remember You're Mine
pat-boone--speedy-gonzales	Pat Boone	Speedy Gonzales
pat-boone--we-wish-you-a-merry-christmas	Pat Boone	We Wish You a Merry Christmas
pat-metheny--american-garage	Pat Metheny	American Garage
pat-metheny--are-you-going-with-me	Pat Metheny	Are You Going With Me
pater-moeskroen--roodkapje	Pater Moeskroen	Roodkapje
pato-banton--bubbling-hot	Pato Banton	Bubbling Hot
patricia-paay--someday-my-prince-will-come	Patricia Paay	Someday My Prince Will Come
patrick-bruel--j-te-l-dis-quand-meme	Patrick Bruel	J'te l'dis quand meme
patrick-hernandez--born-to-be-alive	Patrick Hernandez	Born To Be Alive
patrick-swayze--she-s-like-the-wind	Patrick Swayze	She's Like the Wind
patsy-cline--crazy	Patsy Cline	Crazy
patsy-cline--i-fall-to-pieces	Patsy Cline	I Fall to Pieces
patsy-cline--just-a-closer-walk-with-thee	Patsy Cline	Just a Closer Walk With Thee
patsy-cline--just-out-of-reach	Patsy Cline	Just Out Of Reach (Of My Two Open Arms)
patsy-cline--she-s-got-you	Patsy Cline	She's Got You
patsy-cline--sweet-dreams	Patsy Cline	Sweet Dreams
patsy-cline--true-love	Patsy Cline	True Love
patsy-cline--walkin-after-midnight	Patsy Cline	Walkin' After Midnight
patti-smith--because-the-night	Patti Smith	Because The Night
patti-smith--wave	Patti Smith	Wave
paul-anka--diana	Paul Anka	Diana (feat. Ricky Martin)
paul-anka--let-me-get-to-know-you	Paul Anka	Let Me Get To Know You
paul-anka--love-me-warm-and-tender	Paul Anka	Love Me Warm And Tender
paul-davis--cool-night	Paul Davis	Cool Night
paul-davis--i-go-crazy	Paul Davis	I Go Crazy
paul-de-leeuw--blijf-bij-mij	Paul de Leeuw	Blijf bij mij
paul-de-leeuw--ik-heb-een-euromast	Paul de Leeuw	Ik heb een Euromast
paul-de-leeuw--ik-wil-niet-dat-je-liegt	Paul de Leeuw	Ik wil niet dat je liegt
paul-de-leeuw--je-hoort-bij-mij	Paul de Leeuw	Je hoort bij mij
paul-de-leeuw--kopa-koopavond	Paul de Leeuw	Kopa Koopavond
paul-desmond--take-five	Paul Desmond	Take Five
paul-desmond--was-a-sunny-day	Paul Desmond	Was A Sunny Day
paul-dukas--the-sorcerer-s-apprentice	Paul Dukas	The Sorcerer's Apprentice
paul-mauriat--el-bimbo	Paul Mauriat	El Bimbo
paul-mauriat--love-is-blue	Paul Mauriat	Love Is Blue
paul-mccartney--another-day	Paul McCartney	Another Day
paul-mccartney--band-on-the-run	Paul McCartney	Band On The Run
paul-mccartney--bluebird	Paul McCartney	Bluebird
paul-mccartney--ebony-and-ivory	Paul McCartney	Ebony and Ivory
paul-mccartney--goodnight-tonight	Paul McCartney	Goodnight Tonight
paul-mccartney--hi-hi-hi	Paul McCartney	Hi Hi Hi
paul-mccartney--jet	Paul McCartney	Jet
paul-mccartney--junior-s-farm	Paul McCartney	Junior's Farm
paul-mccartney--let-em-in	Paul McCartney	Let 'em In
paul-mccartney--listen-to-what-the-man-said	Paul McCartney	Listen to What the Man Said
paul-mccartney--live-and-let-die	Paul McCartney	Live and Let Die
paul-mccartney--maybe-i-m-amazed	Paul McCartney	Maybe I'm Amazed
paul-mccartney--monkberry-moon-delight	Paul McCartney	Monkberry Moon Delight
paul-mccartney--my-love	Paul McCartney	My Love
paul-mccartney--no-more-lonely-nights	Paul McCartney	No More Lonely Nights (Ballad reprise)
paul-mccartney--press	Paul McCartney	Press
paul-mccartney--silly-love-songs	Paul McCartney	Silly Love Songs
paul-mccartney--twenty-flight-rock	Paul McCartney	Twenty Flight Rock
paul-mccartney--uncle-albert-admiral-halsey	Paul McCartney	Uncle Albert   Admiral Halsey
paul-mccartney--with-a-little-luck	Paul McCartney	With A Little Luck
paul-revere-and-the-raiders--indian-reservation	Paul Revere and The Raiders	Indian Reservation
paul-revere-the-raiders--kicks	Paul Revere & The Raiders	Kicks
paul-simon--50-ways-to-leave-your-lover	Paul Simon	50 Ways To Leave Your Lover
paul-simon--bridge-over-troubled-water	Paul Simon	Bridge Over Troubled Water
paul-simon--hazy-shade-of-winter	Paul Simon	Hazy Shade of Winter
paul-simon--mrs-robinson	Paul Simon	Mrs. Robinson
paul-simon--scarborough-fair	Paul Simon	Scarborough Fair
paul-simon--the-sound-of-silence	Paul Simon	The Sound of Silence
paul-simon--you-can-call-me-al	Paul Simon	You Can Call Me Al
paul-young--come-back-and-stay	Paul Young	Come Back and Stay
paul-young--every-time-you-go-away	Paul Young	Every Time You Go Away
paula-abdul--blowing-kisses-in-the-wind	Paula Abdul	Blowing Kisses in the Wind
paula-abdul--forever-your-girl	Paula Abdul	Forever Your Girl
paula-abdul--opposites-attract	Paula Abdul	Opposites Attract
paula-abdul--rush-rush	Paula Abdul	Rush Rush
paula-abdul--straight-up	Paula Abdul	Straight Up
paula-abdul--the-promise-of-a-new-day	Paula Abdul	The Promise of a New Day
paula-abdul--vibeology	Paula Abdul	Vibeology
paula-cole--i-dont-want-to-wait	Paula Cole	I Dont Want To Wait (1998)
paula-cole--where-have-all-the-cowboys-gone	Paula Cole	Where Have All the Cowboys Gone
pausini-laura--la-solitudine	Pausini laura	La Solitudine
pausini-laura--perche-non-torna-piu	Pausini laura	Perche Non Torna Piu
pausini-laura--strani-amori	Pausini laura	Strani Amori
peaches-herb--reunited	Peaches & Herb	Reunited
peaches-herb--shake-your-groove-thing	Peaches & Herb	Shake Your Groove Thing
pearl-jam--animal	Pearl Jam	Animal
pearl-jam--daughter	Pearl Jam	Daughter
pearl-jam--even-flow	Pearl Jam	Even Flow
pearl-jam--go	Pearl Jam	Go
pearl-jam--hail-hail	Pearl Jam	Hail, Hail
pearl-jam--jeremy	Pearl Jam	Jeremy
pearl-jam--last-kiss	Pearl Jam	Last Kiss
pearl-jam--lukin	Pearl Jam	Lukin
pearl-jam--mankind	Pearl Jam	Mankind
pearl-jam--once	Pearl Jam	Once
pearl-jam--porch	Pearl Jam	Porch
pearl-jam--release	Pearl Jam	Release
pearl-jam--smile	Pearl Jam	Smile
pearl-jam--state-of-love-and-trust	Pearl Jam	State of Love and Trust
pearl-jam--why-go	Pearl Jam	Why Go
pearl-jam--yellow-ledbetter	Pearl Jam	Yellow Ledbetter
peggy-lee--fever	Peggy Lee	Fever
peggy-lee--is-that-all-there-is	Peggy Lee	Is That All There Is
peppino-di-capri--st-tropez-twist	Peppino di Capri	St. Tropez Twist
percy-faith--theme-from-a-summer-place	Percy Faith	Theme from "A Summer Place"
percy-grainger--danny-boy	Percy Grainger	Danny Boy
percy-grainger--shepherd-s-hey	Percy Grainger	Shepherd's Hey!
percy-sledge--when-a-man-loves-a-woman	Percy Sledge	When A Man Loves A Woman
perplexer--acid-folk	Perplexer	Acid Folk
perplexer--da-capo	Perplexer	Da Capo
perry-como--it-s-impossible	Perry Como	It's Impossible
pet-shop-boys--always	Pet Shop Boys	Always
pet-shop-boys--always-on-my-mind	Pet Shop Boys	Always On My Mind
pet-shop-boys--always-on-my-mind-in-my-house	Pet Shop Boys	Always on My Mind   In My House
pet-shop-boys--before	Pet Shop Boys	Before
pet-shop-boys--being-boring	Pet Shop Boys	Being Boring
pet-shop-boys--can-you-forgive-her	Pet Shop Boys	Can You Forgive Her
pet-shop-boys--domino-dancing	Pet Shop Boys	Domino Dancing
pet-shop-boys--go-west	Pet Shop Boys	Go West
pet-shop-boys--heart	Pet Shop Boys	Heart
pet-shop-boys--i-wouldnt-normally-do-this-kind-of-thing	Pet Shop Boys	I Wouldnt Normally Do This Kind of Thing
pet-shop-boys--it-s-a-sin	Pet Shop Boys	It's a Sin
pet-shop-boys--it-s-alright	Pet Shop Boys	It's Alright
pet-shop-boys--liberation	Pet Shop Boys	Liberation
pet-shop-boys--love-comes-quickly	Pet Shop Boys	Love Comes Quickly
pet-shop-boys--one-in-a-million	Pet Shop Boys	One in a Million
pet-shop-boys--paninaro-95	Pet Shop Boys	Paninaro '95
pet-shop-boys--se-a-vida-e	Pet Shop Boys	Se a Vida E (That's the Way Life Is)
pet-shop-boys--so-hard	Pet Shop Boys	So Hard
pet-shop-boys--west-end-girls	Pet Shop Boys	West End Girls
pet-shop-boys--what-have-i-done-to-deserve-this	Pet Shop Boys	What Have I Done To Deserve This?
pet-shop-boys--where-the-streets-have-no-name	Pet Shop Boys	Where The Streets Have No Name
peter-allen--i-go-to-rio	Peter Allen	I Go to Rio
peter-andre--mysterious-girl	Peter Andre	Mysterious Girl
peter-cetera--glory-of-love	Peter Cetera	Glory Of Love
peter-cetera--if-you-leave-me-now	Peter Cetera	If You Leave Me Now
peter-cetera--the-next-time-i-fall	Peter Cetera	The Next Time I Fall
peter-cornelius--reif-fur-die-insel	Peter Cornelius	Reif fur die Insel
peter-de-koning--het-is-altijd-lente-in-de-ogen-van-de-tandartsassistente	Peter de Koning	Het Is Altijd Lente in de Ogen Van de Tandartsassistente
peter-frampton--baby-i-love-your-way	Peter Frampton	Baby I Love Your Way
peter-frampton--do-you-feel-like-we-do	Peter Frampton	Do You Feel Like We Do
peter-frampton--i-m-in-you	Peter Frampton	I'm In You
peter-frampton--show-me-the-way	Peter Frampton	Show Me the Way
peter-gabriel--digging-in-the-dirt	Peter Gabriel	Digging in the Dirt
peter-gabriel--don-t-give-up	Peter Gabriel	Don't Give Up
peter-gabriel--games-without-frontiers	Peter Gabriel	Games Without Frontiers
peter-gabriel--humdrum	Peter Gabriel	Humdrum
peter-gabriel--i-have-the-touch	Peter Gabriel	I Have the Touch
peter-gabriel--in-your-eyes	Peter Gabriel	In Your Eyes
peter-gabriel--lead-a-normal-life	Peter Gabriel	Lead a Normal Life
peter-gabriel--shock-the-monkey	Peter Gabriel	Shock The Monkey
peter-gabriel--sledgehammer	Peter Gabriel	Sledgehammer
peter-gabriel--solsbury-hill	Peter Gabriel	Solsbury Hill
peter-gabriel--steam	Peter Gabriel	Steam
peter-gabriel--that-voice-again	Peter Gabriel	That Voice Again
peter-gabriel--walk-through-the-fire	Peter Gabriel	Walk Through the Fire
peter-kent--it-s-a-real-good-feeling	Peter Kent	It's a Real Good Feeling
peter-koelewijn-zijn-rockets--kom-van-dat-dak-af	Peter Koelewijn & Zijn Rockets	Kom Van Dat Dak Af
peter-maffay--du	Peter Maffay	Du
peter-maffay--josie	Peter Maffay	Josie
peter-paul-mary--500-miles	Peter, Paul & Mary	500 Miles
peter-paul-mary--i-dig-rock-and-roll-music	Peter, Paul & Mary	I Dig Rock and Roll Music
peter-paul-mary--i-dig-rock-n-roll-music	Peter, Paul & Mary	I Dig Rock 'n' Roll Music
peter-paul-mary--leaving-on-a-jet-plane	Peter, Paul & Mary	Leaving on a Jet Plane
peter-paul-mary--puff	Peter, Paul & Mary	Puff
peter-schilling--major-tom	Peter Schilling	Major Tom
peter-tosh--johnny-b-goode	Peter Tosh	Johnny B Goode
petty--i-won-t-back-down	Petty	I Won't Back Down
petty--into-the-great-wide-open	Petty	Into The Great Wide Open
petty--learning-to-fly	Petty	Learning to Fly
petty--you-got-lucky	Petty	You Got Lucky
petula-clark--downtown	Petula Clark	Downtown
petula-clark--i-don-t-know-how-to-love-him	Petula Clark	I Don't Know How to Love Him
petula-clark--i-know-a-place	Petula Clark	I Know a Place
petula-clark--this-is-my-song	Petula Clark	This Is My Song
pharao--i-show-you-secrets	Pharao	I Show You Secrets
pharao--there-is-a-star	Pharao	There Is a Star
phil-collins--a-groovy-kind-of-love	Phil Collins	A Groovy Kind of Love
phil-collins--against-all-odds	Phil Collins	Against All Odds
phil-collins--another-day-in-paradise	Phil Collins	Another Day in Paradise
phil-collins--don-t-lose-my-number	Phil Collins	Don't Lose My Number
phil-collins--easy-lover	Phil Collins	Easy Lover
phil-collins--i-wish-it-would-rain-down	Phil Collins	I Wish It Would Rain Down
phil-collins--in-the-air-tonight	Phil Collins	In The Air Tonight
phil-collins--no-son-of-mine	Phil Collins	No Son of Mine
phil-collins--one-more-night	Phil Collins	One More Night
phil-collins--sussudio	Phil Collins	Sussudio
phil-collins--true-colors	Phil Collins	True Colors
phil-collins--two-hearts	Phil Collins	Two Hearts
phil-collins--you-can-t-hurry-love	Phil Collins	You Can't Hurry Love
phish--bliss	Phish	Bliss
phish--the-horse	Phish	The Horse
phish--theme-from-the-bottom	Phish	Theme From the Bottom
phyllis-nelson--move-closer	Phyllis Nelson	Move Closer
pink-floyd--another-brick-in-the-wall	Pink Floyd	Another Brick In The Wall (Part II)
pink-floyd--another-brick-in-the-wall-part-1	Pink Floyd	Another Brick in the Wall, Part 1
pink-floyd--another-brick-in-the-wall-part-2	Pink Floyd	Another Brick in the Wall, Part 2
pink-floyd--another-brick-in-the-wall-part-3	Pink Floyd	Another Brick in the Wall, Part 3
pink-floyd--another-brick-in-the-wall-part-i	Pink Floyd	Another Brick in the Wall, Part I
pink-floyd--bike	Pink Floyd	Bike
pink-floyd--brain-damage	Pink Floyd	Brain Damage
pink-floyd--breathe	Pink Floyd	Breathe
pink-floyd--bring-the-boys-back-home	Pink Floyd	Bring the Boys Back Home
pink-floyd--comfortably-numb	Pink Floyd	Comfortably Numb
pink-floyd--echoes	Pink Floyd	Echoes
pink-floyd--empty-spaces	Pink Floyd	Empty Spaces
pink-floyd--goodbye-blue-sky	Pink Floyd	Goodbye Blue Sky
pink-floyd--grandchester-meadows	Pink Floyd	Grandchester Meadows
pink-floyd--have-a-cigar	Pink Floyd	Have a Cigar
pink-floyd--hey-you	Pink Floyd	Hey You
pink-floyd--high-hopes	Pink Floyd	High Hopes
pink-floyd--is-there-anybody-out-there	Pink Floyd	Is There Anybody Out There?
pink-floyd--keep-talking	Pink Floyd	Keep Talking
pink-floyd--money	Pink Floyd	Money
pink-floyd--nobody-home	Pink Floyd	Nobody Home
pink-floyd--on-the-turning-away	Pink Floyd	On the Turning Away
pink-floyd--outside-the-wall	Pink Floyd	Outside the Wall
pink-floyd--sheep	Pink Floyd	Sheep
pink-floyd--shine-on-you-crazy-diamond-part-one	Pink Floyd	Shine On You Crazy Diamond, Part One
pink-floyd--shine-on-you-crazy-diamond-part-two	Pink Floyd	Shine On You Crazy Diamond, Part Two
pink-floyd--the-final-cut	Pink Floyd	The Final Cut
pink-floyd--the-great-gig-in-the-sky	Pink Floyd	The Great Gig in the Sky
pink-floyd--the-thin-ice	Pink Floyd	The Thin Ice
pink-floyd--the-trial	Pink Floyd	The Trial
pink-floyd--time	Pink Floyd	Time
pink-floyd--us-and-them	Pink Floyd	Us and Them
pink-floyd--vera	Pink Floyd	Vera
pink-floyd--welcome-to-the-machine	Pink Floyd	Welcome to the Machine
pink-floyd--wish-you-were-here	Pink Floyd	Wish You Were Here
pink-floyd--wot-s-uh-the-deal	Pink Floyd	Wot's... Uh the Deal
player--baby-come-back	Player	Baby Come Back
playmates--beep-beep	Playmates	Beep Beep
poco--call-it-love	Poco	Call It Love
pointer-sisters--he-s-so-shy	Pointer Sisters	He's So Shy
poison--unskinny-bop	Poison	Unskinny Bop
pooh--50-primavere	Pooh	50 primavere
pooh--a-un-minuto-dall-amore	Pooh	A un minuto dall'amore
pooh--air-india	Pooh	Air India
pooh--alessandra	Pooh	Alessandra
pooh--amici-per-sempre	Pooh	Amici per sempre
pooh--amore-e-dintorni	Pooh	Amore e dintorni
pooh--anni-senza-fiato	Pooh	Anni senza fiato
pooh--aria-di-mezzanotte	Pooh	Aria di mezzanotte
pooh--asia-non-asia	Pooh	Asia non Asia
pooh--balliamo-balliamo	Pooh	Balliamo balliamo
pooh--buona-fortuna	Pooh	Buona fortuna
pooh--buona-fortuna-e-buon-viaggio	Pooh	Buona fortuna e buon viaggio
pooh--buonanotte-ai-suonatori	Pooh	Buonanotte ai suonatori
pooh--cantero-per-te	Pooh	Cantero per te
pooh--cara-bellissima	Pooh	Cara bellissima
pooh--cara-sconosciuta	Pooh	Cara sconosciuta
pooh--caro-me-stesso-mio	Pooh	Caro me stesso mio
pooh--cercami	Pooh	Cercami
pooh--cercando-di-te	Pooh	Cercando di te
pooh--che-ne-fai-di-te	Pooh	Che ne fai di te
pooh--che-vuoi-che-sia	Pooh	Che vuoi che sia
pooh--chi-fermera-la-musica	Pooh	Chi fermera la musica
pooh--ci-pensero-domani	Pooh	Ci pensero domani
pooh--citta-di-donne	Pooh	Citta di donne
pooh--classe-58	Pooh	Classe '58
pooh--col-tempo-con-l-eta-e-nel-vento	Pooh	Col tempo, con l'eta e nel vento
pooh--come-saremo	Pooh	Come Saremo
pooh--come-si-fa	Pooh	Come si fa
pooh--compleanno-di-maggio	Pooh	Compleanno di maggio
pooh--cosa-dici-di-me	Pooh	Cosa dici di me
pooh--cosa-si-puo-dire-di-te	Pooh	Cosa si puo dire di te?
pooh--cosi-ti-vorrei	Pooh	Cosi ti vorrei
pooh--credo	Pooh	Credo
pooh--dammi-solo-un-minuto	Pooh	Dammi solo un minuto
pooh--danza-a-distanza	Pooh	Danza a distanza
pooh--dialoghi	Pooh	Dialoghi
pooh--dimmi-di-si	Pooh	Dimmi di si
pooh--diritto-d-amare	Pooh	Diritto d'amare
pooh--donna-davvero	Pooh	Donna davvero
pooh--donne-italiane	Pooh	Donne italiane
pooh--dove-sto-domani	Pooh	Dove sto domani
pooh--due-donne	Pooh	Due donne
pooh--e-bello-riaverti	Pooh	E bello riaverti
pooh--e-vorrei	Pooh	E vorrei
pooh--eleonora-mia-madre	Pooh	Eleonora mia madre
pooh--eravamo-ragazzi	Pooh	Eravamo ragazzi
pooh--fammi-fermare-il-tempo	Pooh	Fammi fermare il tempo
pooh--fantasia	Pooh	Fantasia
pooh--figli	Pooh	Figli
pooh--fotografie	Pooh	Fotografie
pooh--fuori-stagione	Pooh	Fuori stagione
pooh--galleggiando	Pooh	Galleggiando
pooh--gatto-di-strada	Pooh	Gatto di strada
pooh--giorni-infiniti	Pooh	Giorni infiniti
pooh--giulia-si-sposa	Pooh	Giulia si sposa
pooh--gli-anni-piu-importanti-della-nostra-vita	Pooh	Gli anni piu importanti della nostra vita
pooh--goodbye	Pooh	Goodbye
pooh--il-cielo-e-blu-sopra-le-nuvole	Pooh	Il cielo e blu sopra le nuvole
pooh--il-giorno-prima	Pooh	Il Giorno Prima
pooh--il-silenzio-della-colomba	Pooh	Il silenzio della colomba
pooh--in-concerto	Pooh	...in concerto
pooh--in-diretta-nel-vento	Pooh	In diretta nel vento
pooh--in-silenzio	Pooh	In silenzio
pooh--inca	Pooh	Inca
pooh--infiniti-noi	Pooh	Infiniti noi
pooh--io-e-te-per-altri-giorni	Pooh	Io e te per altri giorni
pooh--io-sono-vivo	Pooh	Io sono vivo
pooh--io-ti-aspettero	Pooh	Io ti aspettero
pooh--io-vicino-io-lontano	Pooh	Io Vicino Io Lontano
pooh--l-altra-donna	Pooh	L'altra donna
pooh--l-altra-faccia-dell-amore	Pooh	L'altra faccia dell'amore
pooh--l-anno-il-posto-l-ora	Pooh	L'anno, il posto, l'ora
pooh--l-ultima-notte-di-caccia	Pooh	L'ultima notte di caccia
pooh--la-donna-del-mio-amico	Pooh	La donna del mio amico
pooh--la-donna-infinita	Pooh	La donna infinita
pooh--la-mia-faccia	Pooh	La mia faccia
pooh--la-ragazza-con-gli-occhi-di-sole	Pooh	La ragazza con gli occhi di sole
pooh--lascia-che-sia	Pooh	Lascia che sia
pooh--le-canzoni-di-domani	Pooh	Le canzoni di domani
pooh--le-donne-mi-hanno-detto	Pooh	Le donne mi hanno detto
pooh--lei-e-lei	Pooh	Lei e lei
pooh--lettera-da-berlino-est	Pooh	Lettera da Berlino est
pooh--linda	Pooh	Linda
pooh--mai-dire-mai	Pooh	Mai dire mai
pooh--maria-marea	Pooh	Maria Marea
pooh--mary-ann	Pooh	Mary Ann
pooh--mi-manchi	Pooh	Mi manchi
pooh--ninna-nanna	Pooh	Ninna nanna
pooh--noi-due-nel-mondo-e-nell-anima	Pooh	Noi due nel mondo e nell'anima
pooh--non-dimenticarti-di-me	Pooh	Non dimenticarti di me
pooh--non-lasciarmi-mai-piu	Pooh	Non lasciarmi mai piu
pooh--non-siamo-in-pericolo	Pooh	Non siamo in pericolo
pooh--notte-a-sorpresa	Pooh	Notte a sorpresa
pooh--padre-a-vent-anni	Pooh	Padre a vent'anni
pooh--padre-del-fuoco-padre-del-tuono-padre-del-nulla	Pooh	Padre del fuoco padre del tuono padre del nulla
pooh--parsifal	Pooh	Parsifal (parte II)
pooh--pensiero	Pooh	Pensiero
pooh--per-chi-sa-capire	Pooh	Per chi sa capire
pooh--per-te-qualcosa-ancora	Pooh	Per te qualcosa ancora
pooh--piccola-katy	Pooh	Piccola Katy
pooh--pierre	Pooh	Pierre
pooh--puoi-sentirmi-ancora	Pooh	Puoi sentirmi ancora (Parte 1)
pooh--quaderno-di-donna	Pooh	Quaderno di donna
pooh--quando-lui-ti-chiedera-di-me	Pooh	Quando lui ti chiedera di me
pooh--quando-una-lei-va-via	Pooh	Quando una lei va via
pooh--quel-che-non-si-dice	Pooh	Quel che non si dice
